ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2596299,Source2,2,2018-09-20 17:14:27,2018-09-20 17:44:18,34.694756,-82.594963,,,0.0,Accident on Mountain View Rd at Firetower Rd.,Firetower Rd,Williamston,Anderson,SC,29697-9219,US,US/Eastern,KGYH,2018-09-20 16:47:00,89.6,,46.0,30.11,10.0,East,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-760985,Source2,2,2021-12-29 16:31:25,2021-12-29 17:16:14,29.750427,-95.501129,,,0.0,Accident on Voss Rd at San Felipe Dr.,S Voss Rd,Houston,Harris,TX,77057-2621,US,US/Central,KMCJ,2021-12-29 16:53:00,81.0,81.0,62.0,29.69,10.0,SW,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-833026,Source2,2,2021-11-04 04:07:48,2021-11-04 04:39:00,37.82490900000001,-122.313843,,,0.0,Right hand shoulder blocked due to accident on I-80 Westbound before the Bay Bridge Toll Plaza.,I-80 W,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,2021-11-04 03:53:00,58.0,58.0,97.0,30.11,2.0,SE,3.0,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2133493,Source2,3,2019-04-30 16:18:01,2019-04-30 19:30:24,28.661943,-81.388611,,,0.0,Right lane blocked due to accident on I-4 Westbound at Exit 92 FL-436 Altamonte Dr.,I-4 W,Altamonte Springs,Seminole,FL,32714,US,US/Eastern,KORL,2019-04-30 15:53:00,89.0,89.0,42.0,30.04,10.0,E,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2129687,Source2,2,2019-05-29 11:55:48,2019-05-29 12:57:46,32.95406,-96.822052,,,0.0,Right lane blocked due to accident on Dallas North Tlwy Northbound at Belt Line Rd.,Belt Line Rd,Dallas,Dallas,TX,75254,US,US/Central,KADS,2019-05-29 11:49:00,75.0,75.0,83.0,29.06,5.0,S,9.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-422888,Source2,3,2017-05-02 10:43:20,2017-05-02 11:12:56,41.253448,-73.67627,,,0.01,Right hand shoulder blocked due to accident on I-684 Southbound at Exit 6 Saw Mill River Pkwy.,I-684 N,Katonah,Westchester,NY,10536,US,US/Eastern,KDXR,2017-05-02 10:53:00,68.0,,59.0,29.56,10.0,West,9.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6570240,Source1,2,2021-01-23 23:00:00,2021-01-24 01:15:12,40.851449,-73.952134,40.850432,-73.946936,0.281,Crash on George Washington Bridge Lower Level eastbound Mid-Span (Manhattan) 2 Right lanes of 3 lanes blocked,George Washington Brg,New York,New York,NY,10032,US,US/Eastern,KNYC,2021-01-23 22:51:00,24.0,15.0,48.0,30.06,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6195263,Source1,2,2021-09-16 12:29:31,2021-09-16 14:32:13,28.412147,-81.423594,28.410228000000004,-81.42354,0.133,Stationary traffic on FL-423 from W Taft Vineland Rd to Crystal Glen Blvd due to accident., S John Young Pkwy,Orlando,Orange,FL,32837,US,US/Eastern,KMCO,2021-09-16 12:53:00,89.0,89.0,59.0,29.88,10.0,SE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1901406,Source2,2,2019-09-09 19:09:01,2019-09-09 19:53:37,32.762203,-96.85659,,,0.0,Accident on TX-180-BR Fort Worth Ave Eastbound at Hampton Rd.,Fort Worth Ave,Dallas,Dallas,TX,75208,US,US/Central,KRBD,2019-09-09 18:53:00,93.0,93.0,33.0,29.17,10.0,SSE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1549418,Source2,3,2020-04-08 17:17:23,2020-04-08 18:36:26,44.881428,-93.021652,,,1.4900000095367432,Accident on I-494 Westbound from Exits 63A 63B US-10 to Exit 64A Hardman Ave.,I-494 E,South Saint Paul,Dakota,MN,55075,US,US/Central,KSGS,2020-04-08 17:15:00,54.0,54.0,23.0,28.93,10.0,WNW,18.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6182014,Source1,2,2021-12-21 14:35:30,2021-12-21 16:44:51,40.029863,-75.629602,40.028378,-75.62581999999998,0.225,Stationary traffic on US-30 Bus E - PA-100 from Brentwood Shopping Ctr to Lincoln Hwy due to accident., N Pottstown Pike,Exton,Chester,PA,19341,US,US/Eastern,KOQN,2021-12-21 14:35:00,39.0,39.0,61.0,29.29,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2250211,Source2,3,2019-02-28 16:08:41,2019-02-28 16:53:17,38.821198,-91.139923,,,0.0,Left lane closed due to accident on I-70 Westbound after Exit 193 MO-47.,I-70 E,Warrenton,Warren,MO,63383,US,US/Central,KFYG,2019-02-28 16:15:00,26.6,22.6,69.0,30.14,10.0,NE,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-563323,Source2,3,2022-07-18 05:33:29,2022-07-18 06:03:08,33.409458,-111.974396,,,0.0,HOV lane blocked due to crash on I-10 Eastbound at AZ-143 48th St.,1A,Tempe,Maricopa,AZ,85282,US,US/Mountain,KPHX,2022-07-18 05:27:00,83.0,83.0,67.0,28.71,10.0,WSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4165215,Source1,2,2023-01-19 19:02:00.000000000,2023-01-19 19:16:30.000000000,42.313648,-83.091076,42.306362,-83.107226,0.967,Slow traffic on I-75 S - Fisher Fwy S from Lafayette Blvd/Exit 47 (I-75) to Livernois Ave/Exit 46 (I-75) due to accident.,Fisher Fwy S,Detroit,Wayne,MI,48209,US,US/Eastern,KDET,2023-01-19 18:53:00,47.0,47.0,80.0,28.83,7.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5047306,Source1,2,2022-12-09 18:22:00,2022-12-09 19:22:00,35.64268900000001,-81.98577,35.642424,-81.985789,0.018,The shoulder is closed near I-40.,US 221 S,Marion,McDowell,NC,28752,US,US/Eastern,KFQD,2022-12-09 18:15:00,48.0,48.0,100.0,29.03,10.0,CALM,0.0,0.0,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4539424,Source1,2,2022-07-31 17:02:11.000000000,2022-07-31 18:23:26.000000000,35.008565999999995,-81.101907,35.007942,-81.10162700000002,0.046,Incident on HANDS MILL HWY near MT GALLANT RD Drive with caution., Mount Gallant Rd,Rock Hill,York,SC,29732-8801,US,US/Eastern,KUZA,2022-07-31 16:54:00,91.0,91.0,52.0,29.38,10.0,WSW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5651878,Source1,2,2021-03-13 21:27:42,2021-03-13 23:28:14,44.934924,-95.408827,44.938202,-95.401876,0.409,Accident at Highway 23 SE., Highway 23 SE,Maynard,Chippewa,MN,56260,US,US/Central,KGDB,2021-03-13 21:35:00,46.0,43.0,66.0,29.21,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1482033,Source2,2,2020-06-19 17:43:22,2020-06-19 18:45:58,33.50951,-82.02626,,,0.0,Accident on GA-28 Washington Rd both ways around Beverly Dr.,Washington Rd,Augusta,Richmond,GA,30909-2245,US,US/Eastern,KDNL,2020-06-19 17:53:00,88.0,88.0,43.0,29.56,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1282855,Source2,2,2020-11-03 06:45:56,2020-11-03 08:15:29,42.40807,-73.6912,,,0.0,Right hand shoulder blocked due to accident on US-9 Kinderhook St Southbound after NY-9H.,State Route 9H,Valatie,Columbia,NY,12184-5415,US,US/Eastern,KPSF,2020-11-03 06:52:00,34.0,26.0,87.0,28.5,1.0,WNW,10.0,0.02,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3756582,Source1,2,2022-04-28 16:32:47,2022-04-28 16:53:34,30.180175,-81.739959,30.186885,-81.739257,0.466,Stationary traffic on FL-21 from FL-224/Loch Rane Blvd/Kingsley Ave (FL-21) to Wells Rd (FL-21) due to accident., Blanding Blvd,Orange Park,Clay,FL,32073-2622,US,US/Eastern,KNIP,2022-04-28 16:53:00,76.0,76.0,46.0,30.06,10.0,ENE,17.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2740190,Source2,2,2018-06-04 12:31:35,2018-06-04 13:01:28,35.410717,-80.845345,,,0.0,Accident on Gilead Rd at Sherwood Dr.,Gilead Rd,Huntersville,Mecklenburg,NC,28078-7825,US,US/Eastern,KJQF,2018-06-04 12:50:00,82.4,,30.0,29.94,10.0,WNW,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1747573,Source2,2,2019-10-11 11:43:31,2019-10-11 12:51:00,40.256592,-76.855949,,,0.0,Shoulder blocked due to accident on I-83 Northbound at Exit 44B 19th St.,S 19th St,Harrisburg,Dauphin,PA,17104-2906,US,US/Eastern,KCXY,2019-10-11 11:56:00,70.0,70.0,32.0,29.79,10.0,ENE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6939275,Source1,2,2020-12-02 01:35:00,2020-12-02 04:47:17,37.89722,-122.080303,37.89807,-122.090043,0.534,NB 680 JSO 24. WHI FORD TRANSIT VS HOND CIV[Shared],CA-24 W,Walnut Creek,Contra Costa,CA,94597,US,US/Pacific,KCCR,2020-12-02 01:53:00,40.0,40.0,77.0,30.08,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1961221,Source2,3,2019-07-10 17:23:21,2019-07-10 17:53:02,33.732822,-117.989601,,,0.0,#3 lane blocked due to accident on I-405 Northbound at Exit 16 CA-39 Beach Blvd.,I-405 S,Huntington Beach,Orange,CA,92647,US,US/Pacific,KSLI,2019-07-10 16:58:00,78.0,78.0,54.0,29.95,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1535568,Source3,2,2020-03-19 11:27:38,2020-03-19 12:27:16,34.265713,-118.450562,,,0.0,Accident on CA-118 Eastbound at Exits 42A 42B Sepulveda Blvd.,CA-118 E,Mission Hills,Los Angeles,CA,91345,US,US/Pacific,KWHP,2020-03-19 11:55:00,50.0,50.0,82.0,29.03,2.0,CALM,0.0,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4051469,Source1,2,2022-06-10 19:03:00,2022-06-10 20:30:48,27.114219,-80.264318,27.100903,-80.257739,1.005,Incident on I-95 SB near EXIT 101 Expect long delays.,I-95 S,Stuart,Martin,FL,34997,US,US/Eastern,KSUA,2022-06-10 18:47:00,,,,,4.0,S,8.0,0.0,Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2058,Source2,2,2016-07-04 13:11:30,2016-07-04 13:56:30,38.363625,-122.293732,,,0.0,Accident on Silverado Trl at Shady Oaks Dr.,Shady Oaks Dr,Napa,Napa,CA,94558-1112,US,US/Pacific,KAPC,2016-07-04 12:54:00,69.1,,61.0,30.0,10.0,SSW,19.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2665622,Source2,3,2018-08-24 16:53:59,2018-08-24 17:53:40,41.83617,-71.415436,,,0.0,Accident on I-95 Southbound at Exit 23 RI-146 Louisquisset Pike.,I-95 S,Providence,Providence,RI,02908,US,US/Eastern,KSFZ,2018-08-24 16:56:00,78.1,,58.0,30.05,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3634473,Source1,3,2017-07-04 22:23:30,2017-07-05 04:23:30,39.02608,-76.44008000000002,39.02584,-76.4384,0.092,At Whitehall Rd/Exit 30 - Accident.,Revell Hwy W,Annapolis,Anne Arundel,MD,21409,US,US/Eastern,KNAK,2017-07-04 21:54:00,73.9,,100.0,30.07,8.0,Calm,,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-1101824,Source2,2,2021-03-29 22:20:08,2021-03-29 23:34:38,35.104328,-80.985573,,,0.0,Accident on Rivergate Pkwy at NC-49 York Rd.,S Tryon St,Charlotte,Mecklenburg,NC,28273-7203,US,US/Eastern,KCLT,2021-03-29 21:52:00,57.0,57.0,39.0,29.45,10.0,ESE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-1527777,Source2,2,2020-03-13 10:07:20,2020-03-13 11:08:48,35.435349,-97.485779,,,0.0,Accident on 29th St at Prospect Ave.,SE 29th St,Oklahoma City,Oklahoma,OK,73129-7618,US,US/Central,KTIK,2020-03-13 09:56:00,45.0,37.0,81.0,28.8,6.0,NE,16.0,0.04,Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-96698,Source2,2,2016-09-09 13:41:55,2016-09-09 14:26:55,33.93531,-118.016769,,,0.0,Accident on Colima Rd near Mulberry Dr.,Mulberry Dr,Whittier,Los Angeles,CA,90604,US,US/Pacific,KFUL,2016-09-09 13:53:00,84.0,,41.0,29.94,10.0,SW,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-11891,Source2,2,2017-01-19 21:27:44,2017-01-19 21:56:38,37.397491,-122.157906,,,0.01,Accident on County Hwy-G3 Page Mill Rd Northbound at Deer Creek Rd.,Page Mill Rd,Palo Alto,Santa Clara,CA,94304,US,US/Pacific,KPAO,2017-01-19 20:47:00,53.6,,72.0,29.78,10.0,South,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-6592624,Source1,2,2020-12-03 14:48:30,2020-12-04 03:54:13,35.054707,-80.851618,35.056684000000004,-80.849855,0.1689999999999999,Slow traffic on US-521 N from Costigan Ln to John J Delaney Dr due to accident., Ballantyne Commons Pkwy,Charlotte,Mecklenburg,NC,28277,US,US/Eastern,KEQY,2020-12-03 14:53:00,56.0,56.0,32.0,29.53,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-922105,Source2,2,2021-08-27 05:39:02,2021-08-27 06:08:12,34.17366,-82.067711,,,0.0,Accident on SC-34 Ninety Six Hwy at Butler Cir.,Butler Cir,Ninety Six,Greenwood,SC,29666-8640,US,US/Eastern,KGRD,2021-08-27 05:56:00,68.0,68.0,100.0,29.48,8.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6126909,Source1,2,2021-11-29 18:43:16,2021-11-29 20:43:16,45.991278,-118.387297,45.988898,-118.387283,0.1639999999999999,An unconfirmed report of hazardous debris has been received. Use caution.,Oregon Washington Hwy,Milton Freewater,Umatilla,OR,97862,US,US/Pacific,KALW,2021-11-29 18:53:00,53.0,53.0,59.0,28.97,10.0,SSE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-189599,Source2,2,2016-10-20 07:15:39,2016-10-20 07:45:05,43.02771,-85.803139,,,0.01,Accident on 8th Ave at M-11 Ironwood Dr.,Ironwood Dr NW,Grand Rapids,Ottawa,MI,49534,US,US/Eastern,KGRR,2016-10-20 06:53:00,55.0,,83.0,30.1,10.0,North,4.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2106159,Source2,2,2019-05-16 05:52:17,2019-05-16 06:52:07,30.49268,-91.155563,,,0.0,Accident on Evangeline St at LA-67 Plank Rd.,Evangeline St,Baton Rouge,East Baton Rouge,LA,70805-3523,US,US/Central,KBTR,2019-05-16 05:53:00,66.0,66.0,96.0,29.97,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-5223404,Source1,2,2022-12-09 03:04:00,2022-12-09 04:22:38,33.939332,-117.186609,33.93933,-117.191487,0.28,Incident on CA-60 WB near NASON ST Drive with caution.,CA-60 W,Moreno Valley,Riverside,CA,92555,US,US/Pacific,KRIV,2022-12-09 02:55:00,35.0,35.0,90.0,28.52,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2444416,Source2,2,2018-11-09 17:52:09,2018-11-09 18:21:52,41.976025,-70.710495,,,0.0,Accident on MA-3 Northbound at Exit 8 Kingston Collection Way.,MA-3 N,Kingston,Plymouth,MA,02364,US,US/Eastern,KPYM,2018-11-09 17:52:00,52.0,,63.0,30.19,10.0,ENE,8.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-3232640,Source2,3,2017-10-09 22:30:27,2017-10-09 23:00:06,36.058872,-79.082375,,,0.0,Shoulder blocked due to accident on I-85 Northbound at Exit 165 NC-86.,I-85 N,Hillsborough,Orange,NC,27278,US,US/Eastern,KIGX,2017-10-09 22:56:00,75.0,75.0,94.0,29.51,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5644781,Source1,2,2021-08-26 16:16:30,2021-08-26 18:07:30,47.21062302566904,-122.33622908533889,47.21352302566904,-122.34194908533888,0.335,Stationary traffic on WA-167 from WA-161/N Meridian (WA-167) to 66th Avenue Bridge (River Rd/WA-167) due to accident., 70th Ave E,Puyallup,Pierce,WA,98371,US,US/Pacific,KPLU,2021-08-26 15:58:00,66.0,66.0,77.0,29.73,10.0,W,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-716795,Source2,2,2022-02-09 08:00:15,2022-02-09 08:45:10,41.790321,-88.012642,,,0.0,Crash on Carpenter St near Maple Ave.,Maple Ave,Downers Grove,DuPage,IL,60515-4840,US,US/Central,KMDW,2022-02-09 07:53:00,34.0,27.0,75.0,29.07,10.0,WSW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3130315,Source2,2,2017-12-14 04:53:45,2017-12-14 05:23:26,39.827854,-123.606247,,,0.0,Accident on US-101 Northbound near Tan Oak Park.,Highway 101 N,Leggett,Mendocino,CA,95585-8912,US,US/Pacific,KO87,2017-12-14 04:55:00,39.0,34.0,93.0,29.7,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-817904,Source2,2,2021-11-16 08:58:58,2021-11-16 09:28:40,43.141621,-77.632858,,,0.5099999904632568,Accident on Columbia Ave between Genesee St and Epworth St.,Epworth St,Rochester,Monroe,NY,14611-3538,US,US/Eastern,KROC,2021-11-16 08:54:00,38.0,30.0,79.0,29.49,10.0,W,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6902130,Source1,2,2020-11-17 14:42:00,2020-11-18 02:55:00,34.072274,-117.614316,34.067368,-117.564442,2.875,Slow traffic on San Bernardino Fwy E - I-10 E from 4th St (I-10) to Milliken Ave (I-10) due to accident.,I-10 E,Ontario,San Bernardino,CA,91764,US,US/Pacific,KONT,2020-11-17 14:53:00,81.0,81.0,12.0,28.96,10.0,W,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4727987,Source1,2,2022-12-14 18:04:00,2022-12-14 18:18:00,45.671694,-111.002942,45.667713,-110.986924,0.821,Slow traffic on I-90 E - US-191 N from US-191/Main St/Exit 309 (I-90) to Bozeman Trail Rd/Exit 313 (I-90) due to accident.,I-90 E,Bozeman,Gallatin,MT,59715,US,US/Mountain,KBZN,2022-12-14 18:12:00,20.0,20.0,92.0,25.62,1.0,CALM,0.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-6605432,Source1,2,2020-10-29 18:20:53,2020-10-29 19:36:00,46.340043,-94.519365,46.340185,-94.506294,0.624,Incident on MN-210 near 49TH AVE Drive with caution., State Highway 210 SW,Pillager,Cass,MN,56473,US,US/Central,KBRD,2020-10-29 17:53:00,33.0,33.0,50.0,28.78,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-273444,Source2,3,2017-01-26 09:40:19,2017-01-26 10:09:39,32.677551,-97.080254,,,0.01,Right lane blocked and right hand shoulder blocked due to accident on I-20 Westbound at New York Ave.,New York Ave,Arlington,Tarrant,TX,76018,US,US/Central,KGKY,2017-01-26 09:53:00,42.1,35.2,45.0,30.34,10.0,North,12.7,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5416704,Source1,2,2022-02-13 07:13:16.000000000,2022-02-13 08:32:19.000000000,33.016132,-80.126671,33.017024,-80.12581,0.079,Incident on ROYLE RD near KIMBAL LN Expect delays., Kimball Ln,Ladson,Berkeley,SC,29456-3429,US,US/Eastern,KCHS,2022-02-13 06:56:00,55.0,55.0,83.0,29.96,10.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3806812,Source1,2,2022-12-11 10:48:30,2022-12-11 11:17:00,34.496852000000004,-120.230847,34.503364000000005,-120.226666,0.509,Stationary traffic on US-101 N from Gavito State Park (US-101) to CA-1 (North) (US-101) due to accident., US Highway 101,Goleta,Santa Barbara,CA,93117-9713,US,US/Pacific,KSBA,2022-12-11 10:53:00,52.0,52.0,66.0,29.92,8.0,NNW,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2383074,Source2,2,2018-12-06 22:54:47,2018-12-06 23:24:32,35.377331,-97.264999,,,0.0,Accident on 89th St at Choctaw Rd.,SE 89th St,Choctaw,Cleveland,OK,73020-4511,US,US/Central,KTIK,2018-12-06 22:56:00,37.0,30.4,73.0,30.39,10.0,NE,9.2,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-2676501,Source2,3,2018-08-29 10:40:02,2018-08-29 11:24:51,31.738951,-106.324051,,,0.0,Accident on I-10 Eastbound at Exit 30 Gateway Blvd.,I-10 E,El Paso,El Paso,TX,79907,US,US/Mountain,KELP,2018-08-29 10:51:00,89.1,,19.0,29.84,10.0,Calm,,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1737481,Source2,2,2019-10-07 10:17:40,2019-10-07 10:47:27,35.292969,-80.838249,,,0.0,Accident on Statesville Rd at Lake Rd.,Lake Rd,Charlotte,Mecklenburg,NC,28269-4399,US,US/Eastern,KJQF,2019-10-07 09:55:00,72.0,72.0,73.0,29.42,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
